DATAFLOW,FREQ,TIPO_AGGR_MILEURO,EDI,VAL,ADJUSTMENT,ITTER107,TIME_PERIOD,OBS_VALUE,BREAK,CONF_STATUS,OBS_PRE_BREAK,OBS_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT,METADATA_EN,METADATA_IT
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,N,IT,2020-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,N,IT,2020-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,N,IT,2020-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,N,IT,2020-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,N,IT,2021-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,N,IT,2021-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,N,IT,2021-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,N,IT,2021-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,N,IT,2022-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,N,IT,2022-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,N,IT,2022-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,N,IT,2022-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,N,IT,2023-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,N,IT,2023-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,N,IT,2023-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,N,IT,2023-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,N,IT,2024-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,N,IT,2024-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,W,IT,2020-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,W,IT,2020-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,W,IT,2020-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,W,IT,2020-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,W,IT,2021-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,W,IT,2021-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,W,IT,2021-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,W,IT,2021-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,W,IT,2022-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,W,IT,2022-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,W,IT,2022-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,W,IT,2022-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,W,IT,2023-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,W,IT,2023-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,W,IT,2023-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,W,IT,2023-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,W,IT,2024-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,W,IT,2024-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,Y,IT,2020-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,Y,IT,2020-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,Y,IT,2020-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,Y,IT,2020-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,Y,IT,2021-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,Y,IT,2021-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,Y,IT,2021-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,Y,IT,2021-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,Y,IT,2022-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,Y,IT,2022-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,Y,IT,2022-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,Y,IT,2022-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,Y,IT,2023-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,Y,IT,2023-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,Y,IT,2023-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,Y,IT,2023-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,Y,IT,2024-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,V,Y,IT,2024-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,N,IT,2020-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,N,IT,2020-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,N,IT,2020-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,N,IT,2020-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,N,IT,2021-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,N,IT,2021-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,N,IT,2021-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,N,IT,2021-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,N,IT,2022-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,N,IT,2022-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,N,IT,2022-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,N,IT,2022-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,N,IT,2023-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,N,IT,2023-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,N,IT,2023-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,N,IT,2023-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,N,IT,2024-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,N,IT,2024-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,W,IT,2020-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,W,IT,2020-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,W,IT,2020-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,W,IT,2020-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,W,IT,2021-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,W,IT,2021-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,W,IT,2021-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,W,IT,2021-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,W,IT,2022-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,W,IT,2022-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,W,IT,2022-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,W,IT,2022-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,W,IT,2023-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,W,IT,2023-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,W,IT,2023-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,W,IT,2023-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,W,IT,2024-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,W,IT,2024-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,Y,IT,2020-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,Y,IT,2020-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,Y,IT,2020-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,Y,IT,2020-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,Y,IT,2021-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,Y,IT,2021-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,Y,IT,2021-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,Y,IT,2021-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,Y,IT,2022-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,Y,IT,2022-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,Y,IT,2022-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,Y,IT,2022-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,Y,IT,2023-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,Y,IT,2023-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,Y,IT,2023-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,Y,IT,2023-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,Y,IT,2024-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M10,Y,Y,IT,2024-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,N,IT,2020-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,N,IT,2020-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,N,IT,2020-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,N,IT,2020-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,N,IT,2021-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,N,IT,2021-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,N,IT,2021-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,N,IT,2021-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,N,IT,2022-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,N,IT,2022-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,N,IT,2022-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,N,IT,2022-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,N,IT,2023-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,N,IT,2023-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,N,IT,2023-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,N,IT,2023-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,N,IT,2024-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,N,IT,2024-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,N,IT,2024-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,W,IT,2020-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,W,IT,2020-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,W,IT,2020-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,W,IT,2020-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,W,IT,2021-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,W,IT,2021-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,W,IT,2021-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,W,IT,2021-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,W,IT,2022-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,W,IT,2022-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,W,IT,2022-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,W,IT,2022-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,W,IT,2023-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,W,IT,2023-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,W,IT,2023-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,W,IT,2023-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,W,IT,2024-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,W,IT,2024-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,W,IT,2024-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,Y,IT,2020-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,Y,IT,2020-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,Y,IT,2020-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,Y,IT,2020-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,Y,IT,2021-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,Y,IT,2021-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,Y,IT,2021-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,Y,IT,2021-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,Y,IT,2022-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,Y,IT,2022-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,Y,IT,2022-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,Y,IT,2022-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,Y,IT,2023-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,Y,IT,2023-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,Y,IT,2023-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,Y,IT,2023-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,Y,IT,2024-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,Y,IT,2024-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,V,Y,IT,2024-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,N,IT,2020-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,N,IT,2020-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,N,IT,2020-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,N,IT,2020-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,N,IT,2021-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,N,IT,2021-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,N,IT,2021-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,N,IT,2021-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,N,IT,2022-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,N,IT,2022-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,N,IT,2022-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,N,IT,2022-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,N,IT,2023-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,N,IT,2023-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,N,IT,2023-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,N,IT,2023-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,N,IT,2024-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,N,IT,2024-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,N,IT,2024-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,W,IT,2020-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,W,IT,2020-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,W,IT,2020-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,W,IT,2020-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,W,IT,2021-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,W,IT,2021-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,W,IT,2021-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,W,IT,2021-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,W,IT,2022-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,W,IT,2022-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,W,IT,2022-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,W,IT,2022-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,W,IT,2023-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,W,IT,2023-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,W,IT,2023-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,W,IT,2023-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,W,IT,2024-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,W,IT,2024-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,W,IT,2024-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,Y,IT,2020-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,Y,IT,2020-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,Y,IT,2020-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,Y,IT,2020-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,Y,IT,2021-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,Y,IT,2021-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,Y,IT,2021-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,Y,IT,2021-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,Y,IT,2022-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,Y,IT,2022-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,Y,IT,2022-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,Y,IT,2022-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,Y,IT,2023-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,Y,IT,2023-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,Y,IT,2023-Q3,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,Y,IT,2023-Q4,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,Y,IT,2024-Q1,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,Y,IT,2024-Q2,,,,,t,,,,,
IT1:163_184(1.2),Q,B1GQ_1,2024M12,Y,Y,IT,2024-Q3,,,,,t,,,,,
